id,created_ts,snapshot_ts,domain,product_key,title,vendor,region,category,supply_url,sku,ptype,supply_gbp,list_gbp,markdown,n_variants,grams,region_gap,dep_conf,dep_cycles,dep_stockouts,dep_oos_frac,comp_median,comp_p25,comp_n,comp_synthetic,active_spread,est_cm,est_roi_cost,est_cm_rev,seller_country,fee_tax,match_status,match_query_used,match_confidence,match_notes,manual_sold_median,manual_sold_90d,manual_verdict,manual_notes,labeled_ts
15,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.stanley1913.com,stanley 1913 quencher boot and straw cover,Stanley Quencher Boot and Straw Cover Set | 30 OZ & 20 OZ / Hydrangea,Stanley 1913,US,shoes,https://www.stanley1913.com/products/stanley-quencher-boot-and-straw-cover-set-30-oz-20-oz-sale?variant=53973921628520,100000111282,normal,2.93552,7.3388,0.6,19,0,,none,0,0,0.0,60.91204,71.92023999999999,124,1,-0.18072289156626498,40.50430080804999,5.447406611514728,0.6649637872586437,AE,0.05,,,,,,,,,
16,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.stanley1913.com,stanley 1913 the stay smooth straw topper,The Stay Smooth Straw Topper | 2-pack / Cherry Blossom,Stanley 1913,US,default,https://www.stanley1913.com/products/the-stay-smooth-straw-topper-2-pack-sale?variant=53973920121192,100000111692,normal,2.93552,7.3388,0.6,11,0,,none,0,0,0.0,49.903839999999995,31.556839999999998,369,1,0.3676470588235294,31.07356210779999,4.1790704762814155,0.6226687587127563,AE,0.05,,,,,,,,,
17,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.allbirds.com,allbirds women s tree topper,Women's Tree Topper - Blizzard (Blizzard Sole) / 5,Allbirds,US,default,https://www.allbirds.com/products/womens-tree-toppers?variant=40675360440400,A11175W050,Shoes,35.960119999999996,84.3962,0.5739130434782609,6,561,,none,0,0,0.0,77.0574,29.3552,86,1,0.6190476190476191,20.96692290175,0.5151056674791151,0.27209486566832,AE,0.05,,,,,,,,,
18,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.ridgewallet.com,ridge phone case - carbon,Ridge Phone Case - Carbon - iPhone 16 Plus / Carbon,Ridge,US,electronics,https://www.ridgewallet.com/products/iphone-16-plus-case-kevlar?variant=41589797027914,AUHKI257125,Tech - Phone Cases - Ridge Phone Case - SINGLE,21.282519999999998,47.7022,0.5538461538461539,2,132,,none,0,0,0.0,113.01751999999999,79.99292,115,1,0.29220779220779214,73.653726968008,3.0297059449163575,0.6517018508989404,AE,0.05,,,,,,,,,
19,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.ridgewallet.com,the ridge mini folder,Mini Folder - Matte Olive / Matte Olive,The Ridge,US,default,https://www.ridgewallet.com/products/mini-folder-matte-olive?variant=41970973769802,AUNAI402501,EDC - KNIVES - MINI FOLDER - Single,21.282519999999998,47.7022,0.5538461538461539,2,73,,none,0,0,0.0,49.169959999999996,74.85576,128,1,-0.5223880597014927,14.509542194449995,0.6026928966579602,0.29508956676901904,AE,0.05,,,,,,,,,
20,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,jeffreestarcosmetics.com,jeffree star cosmetics byob star-studded college survival,BYOB: Star-Studded College Survival Kit / Default Title,Jeffree Star Cosmetics,US,default,https://jeffreestarcosmetics.com/products/byob-star-studded-college-survival-kit?variant=44561536286847,,product,47.7022,106.4126,0.5517241379310345,1,0,,none,0,0,0.0,82.19456,63.84756,113,1,0.22321428571428564,13.970382295199999,0.26762056570795867,0.16996723743274494,AE,0.05,,,,,,,,,
21,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.ridgewallet.com,ridge phone case - tobacco brown leather,Ridge Phone Case - Tobacco Brown Leather - iPhone 16 Plus / Tobacco Brown Leather,Ridge,US,electronics,https://www.ridgewallet.com/products/iphone-16-plus-case-tobacco-brown-leather?variant=41589820096586,AUHLI257752,Tech - Phone Cases - Ridge Phone Case - SINGLE,18.346999999999998,40.3634,0.5454545454545454,3,132,,none,0,0,0.0,91.00112,43.298919999999995,165,1,0.5241935483870969,56.79676976644801,2.657158819482948,0.6241326454712646,AE,0.05,,,,,,,,,
22,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.ridgewallet.com,ridge phone case - lavender,Ridge Phone Case - Lavender - iPhone 16 Plus / Lavender,Ridge,US,electronics,https://www.ridgewallet.com/products/iphone-16-plus-case-lavender?variant=41955192307786,A0265,Tech - Phone Cases - Ridge Phone Case - SINGLE,13.943719999999999,29.3552,0.525,3,132,,none,0,0,0.0,34.49236,16.14536,88,1,0.5319148936170213,10.399358282444,0.6127462792483026,0.3014974412433362,AE,0.05,,,,,,,,,
23,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.ridgewallet.com,ridge keychain,Ridge Keychain - Lavender / Lavender,Ridge,US,default,https://www.ridgewallet.com/products/everyday-keychain-lavender?variant=42057329901642,A0276,EDC - Key Accessories - Ridge Keychain - SINGLE,12.475959999999999,25.6858,0.5142857142857142,1,36,,none,0,0,0.0,57.97652,39.62952,380,1,0.31645569620253167,31.06966915465,2.0548777347724467,0.5359008984093906,AE,0.05,,,,,,,,,
24,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.allbirds.com,allbirds men s slide,Men's Allbirds Slide - Anthracite / 8,Allbirds,US,shoes,https://www.allbirds.com/products/mens-allbirds-slide-anthracite?variant=41983578439760,A12389M080,Shoes,19.81476,40.3634,0.509090909090909,15,648,,none,0,0,0.0,54.30712,94.67052,95,1,-0.7432432432432432,17.1307135879,0.6877937390451428,0.3154413930972587,AE,0.05,,,,,,,,,
25,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.allbirds.com,allbirds women s slide,Women's Allbirds Slide - Anthracite / 10,Allbirds,US,shoes,https://www.allbirds.com/products/womens-allbirds-slide-anthracite?variant=41981668163664,A12411W100,Shoes,19.81476,40.3634,0.509090909090909,5,647,,none,0,0,0.0,107.88036,89.53336,108,1,0.1700680272108843,63.032623262449995,2.5311500918954364,0.5842826559204103,AE,0.05,,,,,,,,,
26,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.allbirds.com,allbirds men s tree skipper,Men's Tree Skipper - Natural Black (Natural Black Sole) / 11,Allbirds,US,sports,https://www.allbirds.com/products/mens-tree-skippers-natural-black?variant=40197883134032,A10308M110,Shoes,38.16176,77.0574,0.5047619047619047,1,901,,none,0,0,0.0,65.31532,46.96832,390,1,0.2808988764044944,7.491893473949999,0.16924804801611898,0.11470346427071014,AE,0.05,,,,,,,,,
27,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.allbirds.com,allbirds women s tree piper,Women's Tree Piper - Moonrise (White Sole) / 5,Allbirds,US,default,https://www.allbirds.com/products/womens-tree-pipers?variant=39394828681296,TP1WMOO050,Shoes,38.16176,77.0574,0.5047619047619047,1,681,,none,0,0,0.0,91.00112,28.62132,25,1,0.685483870967742,30.03312525539999,0.6922346238811995,0.3300302815547764,AE,0.05,,,,,,,,,
28,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,www.redbullshopus.com,red bull rampage frenzy bucket hat one,Red Bull Rampage Frenzy Bucket Hat / One Size / Multi,Red Bull Rampage,US,default,https://www.redbullshopus.com/products/red-bull-rampage-frenzy-bucket-hat?variant=41112339447879,M-172194,Bucket Hat,14.640906,29.318506000000003,0.5006257822277849,1,454,,none,0,0,0.0,127.69512,50.63772,75,1,0.603448275862069,86.2718709229,4.550946811832058,0.675608205880538,AE,0.05,,,,,,,,,
29,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,gymshark.com,gymshark | be a visionary. chainstitch graphic,Gymshark Chainstitch Graphic Hoodie - Pebble Grey/Wash / Large,Gymshark | Be a visionary.,US,clothing,https://gymshark.com/products/gymshark-chainstitch-graphic-hoodie-pullovers-grey-ss26?variant=39798008348874,B6B5D-GDHB-L,Womens>Apparel>Pullovers>hoodie,19.81476,39.62952,0.5,6,0,,none,0,0,0.0,41.09728,22.75028,97,1,0.4464285714285714,6.649731147599999,0.2734853705156867,0.16180465343691844,AE,0.05,,,,,,,,,
30,2026-08-21T09:20:45Z,2026-08-21T06:18:45Z,gymshark.com,gymshark | be a visionary. leather lifting,Gymshark Leather Lifting Straps - Spiced Brown / Default Title,Gymshark | Be a visionary.,US,default,https://gymshark.com/products/gymshark-leather-lifting-straps-equipment-brown-aw25?variant=39795354009802,I1B6R-NC52-OS,Unisex>Accessories>Equipment>lifting_straps,10.27432,20.54864,0.5,1,0,,none,0,0,0.0,46.23444,13.20984,144,1,0.7142857142857143,20.59118254105,1.3937144004631008,0.4453645927375783,AE,0.05,,,,,,,,,
31,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,twelvesouth.com,twelve south suitcase for macbook 16-inch pro,SuitCase for MacBook / 16-inch MacBook Pro (2019-2020) / Light Grey,Twelve South,US,computers,https://twelvesouth.com/products/suitcase-for-macbook?variant=32898494201913,12-2018,Cases & Covers,7.315477200000001,14.6382772,0.5002501250625312,1,771,,,,,,52.7461284,14.645600000000002,4,0,,11.545732776443018,0.8950543186698309,0.36482086068592595,,,,,,,,,,,
32,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,twelvesouth.com,twelve south suitcase for macbook 14-inch pro,SuitCase for MacBook / 14-inch MacBook Pro (M1/M2/M3) / Dark Grey,Twelve South,US,computers,https://twelvesouth.com/products/suitcase-for-macbook?variant=40835900309561,TS-2203,Cases & Covers,7.315477200000001,14.6382772,0.5002501250625312,1,771,,,,,,52.7461284,14.645600000000002,4,0,,11.545732776443018,0.8950543186698309,0.36482086068592595,,,,,,,,,,,
33,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,satechi.net,satechi 100w usb-c pd compact gan charger,100W USB-C PD Compact GaN Charger / AU,Satechi,US,electronics,https://satechi.net/products/100w-usb-c-pd-compact-charger?variant=39973229625432,ST-TC100GM-AU,Wall Chargers,43.9294772,58.5750772,0.2500312539067383,1,463,,,,,,130.18107700000002,32.952600000000004,48,0,,17.754626619180993,0.36773163641275236,0.2273068025493571,,,,,,,,,,,
34,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,goalzero.com,goal zero basecamp 4,Basecamp 4 / Default Title,Goal Zero,US,default,https://goalzero.com/products/basecamp-4-magsafe-wireless-charging-pad?variant=44773332943017,95008,Wireless Charging Pad,37.3243116,58.54578600000001,0.3624765478424016,1,1406,,,,,,201.377,201.377,1,0,,52.32695697274999,1.15135095519698,0.43307624482728074,,,,,,,,,,,
35,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,fromourplace.com,our place perfect pot roasting rack,Perfect Pot Roasting Rack / Char,Our Place,US,home,https://fromourplace.com/products/perfect-pot-roasting-rack?variant=43484588572866,ADD.RRK.ESN.NON,add-ons,19.0319572,28.55892,0.3335897435897436,1,458,,,,,,91.53500000000001,9.263342000000002,5,0,,19.512548151250005,0.835155961989607,0.35528391965277406,,,,,,,,,,,
36,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,fromourplace.com,our place beechwood spatulas,Beechwood Spatulas / Default Title,Our Place,US,default,https://fromourplace.com/products/beechwood-spatulas?variant=39583567413442,ADD.SPA.SOT.NAT,add-ons,8.7800372,14.645600000000002,0.40049999999999997,1,159,,,,,,82.74764,51.9845572,27,0,,26.936334773529993,2.260511134820055,0.5425398390723488,,,exact,,0.9,Our Place UK sells exact set ~GBP15; GBP60 median not credible,,,dead,,2026-08-22T11:52:23Z
37,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,goalzero.com,goal zero yeti tank pro 4000 locking,Yeti/Tank PRO 4000 Locking Latch Kit / Default Title,Goal Zero,US,default,https://goalzero.com/products/yeti-tank-pro-4000-locking-latch-kit?variant=43232346177705,96150,,7.300831600000001,21.931786000000002,0.6671118530884808,1,295,,,,,,58.54578600000001,58.54578600000001,1,0,,15.207157229059497,1.384882109389556,0.43291351572993647,,,,,,,,,,,
38,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,fromourplace.com,our place beechwood spoons,Beechwood Spoons / Nested,Our Place,US,default,https://fromourplace.com/products/beechwood-spoons?variant=42443135680706,ADD.SPN.2NH.NAT,add-ons,8.7800372,14.645600000000002,0.40049999999999997,1,141,,,,,,58.5750772,40.2680772,17,0,,14.612799913651898,1.2337684918493752,0.4157854788581169,,,exact,,0.9,"US retail $11.99, UK sets ~GBP15; GBP58.58 not credible",,,dead,,2026-08-22T11:52:23Z
39,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,nativeunion.com,native union city sling i emilie sarnel,City Sling I Emilie Sarnel Limited Edition / Swim,Native Union,US,default,https://nativeunion.com/products/city-sling-i-emilie-sarnel-limited-edition?variant=42909315661963,SLING-UNI-BLU-ES,Slings,14.6382772,21.961077200000002,0.3334444814938313,1,100,,,,,,62.5330506,32.806144,2,0,,11.020608369199952,0.628374625598913,0.2937275638897625,,,,,,,,,,,
40,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,satechi.net,satechi usb-c magnetic wireless charging cable,USB-C Magnetic Wireless Charging Cable / Space Gray,Satechi,US,electronics,https://satechi.net/products/magnetic-wireless-charging-cable?variant=33506191605848,ST-UCQIMCM,Cables ## Wireless Chargers,4.386357200000001,21.961077200000002,0.800266755585195,1,109,,,,,,32.9452772,21.23612,16,0,,6.848854138967527,0.9353346131444565,0.3464762742466532,,,,,,,,,,,
41,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,fellowproducts.com,fellow carter 3-in-1 lid system stone blue,"Carter 3-in-1 Lid System / Stone Blue / Move, Cold, and Slide",Fellow,US,shoes,https://fellowproducts.com/products/carter-3-in-1-lid-system?variant=43274207887460,CBOX-SB,Drinkware,36.577386000000004,41.73996,0.12368421052631573,1,771,,,,,,153.77147720000002,153.77147720000002,1,0,,32.1901360389519,0.7634980510116981,0.34889582716180406,,,exact,,0.9,UK retail GBP39.99-49 for exact product; GBP153.77 comp not executable,,,dead,,2026-08-22T11:52:23Z
42,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,peakdesign.com,peak design pd certified sage,Leash | Sage | PD Certified / Sage / PD Certified,Peak Design,US,default,https://peakdesign.com/products/leash-sage-pd-certified?variant=42770713083981,L-SG-3A,Camera Straps,29.628048800000002,36.577386000000004,0.18998998998999006,1,136,,,,,,166.22756,111.30656,65,0,,49.128638261869995,1.5036901592124825,0.49258416456202164,,,,,,,,,,,
43,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,peakdesign.com,peak design pd certified 3l ash,Everyday Sling | 3L | Ash | PD Certified / 3L / Ash / PD Certified,Peak Design,US,default,https://peakdesign.com/products/everyday-sling-3l-ash-v1-pd-certified?variant=41875284820045,BEDS-3-AS-2A,Bags,46.104348800000004,51.230308799999996,0.1000571755288735,1,550,,,,,,183.07000000000002,164.763,17,0,,38.971429902500006,0.767088464334376,0.35479534151326453,,,,,,,,,,,
44,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,peakdesign.com,peak design pd certified 6l ash,Everyday Sling | 6L | Ash (PFAS) | PD Certified / 6L / Ash / PD Certified,Peak Design,US,default,https://peakdesign.com/products/everyday-sling-6l-ash-v1-pd-certified?variant=42770716229709,BEDS-6-AS-2A,Bags,59.9444408,66.6081888,0.10004397537379062,1,557,,,,,,179.4049386,146.419386,16,0,,23.20788429287595,0.3588527664302404,0.21560057073475258,,,,,,,,,,,
45,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,peakdesign.com,peak design factory 2nd 3l black,Everyday Sling | 3L | Black | Factory 2nd / 3L / Black / Factory 2nd,Peak Design,US,default,https://peakdesign.com/products/everyday-sling-3l-black-factory-2nd?variant=41875286261837,BEDS-3-BK-3B,Bags,58.5531088,73.19138600000001,0.20000000000000007,1,550,,,,,,169.9548652,47.598200000000006,3,0,,19.7812184762529,0.3127311661281208,0.19398501726693435,,,,,,,,,,,
46,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,peakdesign.com,peak design pd certified midnight,Slide | Midnight | PD Certified / Midnight / PD Certified,Peak Design,US,shoes,https://peakdesign.com/products/slide-midnight-pd-certified?variant=42770712494157,SL-MN-3A,Camera Straps,47.42245280000001,58.54578600000001,0.18999374609130704,1,290,,,,,,144.25916,109.83467720000002,99,0,,19.172228817569994,0.37531926848998115,0.22150215415055785,,,,,,,,,,,
47,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,goalzero.com,goal zero yeti 200x open box,Yeti 200X (OPEN BOX) / Default Title,Goal Zero,US,default,https://goalzero.com/products/yeti-200x-open-box?variant=42316551356585,22070R,,104.6940716,161.064986,0.34998863378040457,1,2948,,,,,,366.14000000000004,134.7321972,14,0,,60.939581805000024,0.5121572717339802,0.2773965414185831,,,,,,,,,,,
48,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,gsioutdoors.com,gsi outdoors pioneer tablespoon,Pioneer Tablespoon / Black,GSI Outdoors,US,default,https://gsioutdoors.com/products/pioneer-tablespoon?variant=44359916847336,01218,GEAR,1.9258964,2.56298,0.24857142857142855,1,59,,,,,,39.5211516,39.5211516,1,0,,12.1359635862957,2.603224641863706,0.5117919179551311,,,,,,,,,,,
49,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,gsioutdoors.com,gsi outdoors pioneer knife,Pioneer Knife / Black,GSI Outdoors,US,default,https://gsioutdoors.com/products/pioneer-knife?variant=44359915962600,01255,GEAR,1.9258964,2.56298,0.24857142857142855,1,50,,,,,,32.5754758,16.11016,6,0,,8.616574102322849,1.8626820311675913,0.44085179063462054,,,,,,,,,,,
50,2026-08-22T09:41:28Z,2026-08-22T09:20:41Z,gsioutdoors.com,gsi outdoors pioneer fork,Pioneer Fork / Black,GSI Outdoors,US,default,https://gsioutdoors.com/products/pioneer-fork?variant=44359915929832,01245,GEAR,1.9258964,2.56298,0.24857142857142855,1,50,,,,,,25.629800000000003,16.11016,5,0,,5.04635261835,1.0908918363044187,0.3281565871466028,,,,,,,,,,,
54,2026-08-22T11:23:09Z,2026-08-22T09:20:41Z,peakdesign.com,peak design charcoal iphone 15 pro max,SlimLink Loop Case | iPhone 15 Pro Max V1 | Charcoal / iPhone 15 Pro Max V1 / Everyday Loop Case / Charcoal,Peak Design,US,electronics,https://peakdesign.com/products/everyday-loop-case-iphone-15-pro-max-v1-charcoal?variant=41386158424141,M-LC-BL-CH-1,Mobile,12.800254400000002,25.593186000000003,0.49985693848354795,1,104,,,,,,43.0727096,25.622477200000002,3,0,,9.73413716296038,0.6193674978282598,0.3013241950911265,,,exact,Peak Design Charcoal iPhone 15 Pro Max,0.9,exact V1 Loop case GBP13.50 at Peak Design UK; no arbitrage vs GBP12.80 buy,,,dead,,2026-08-22T11:51:18Z
55,2026-08-22T11:23:09Z,2026-08-22T09:20:41Z,peakdesign.com,peak design redwood iphone 15 pro max,SlimLink Loop Case | iPhone 15 Pro Max V1 | Redwood / iPhone 15 Pro Max V1 / Everyday Loop Case / Redwood,Peak Design,US,electronics,https://peakdesign.com/products/everyday-loop-case-iphone-15-pro-max-v1-redwood?variant=41386163208269,M-LC-BL-RD-1,Mobile,12.800254400000002,25.593186000000003,0.49985693848354795,1,104,,,,,,43.0727096,25.622477200000002,4,0,,9.73413716296038,0.6193674978282598,0.3013241950911265,,,exact,Peak Design Redwood iPhone 15 Pro Max,0.9,exact SKU M-LC-BL-RD-1 GBP13.50 at Peak Design UK,,,dead,,2026-08-22T11:51:18Z
56,2026-08-22T11:23:09Z,2026-08-22T09:20:41Z,peakdesign.com,peak design sage iphone 15 pro max,SlimLink Loop Case | iPhone 15 Pro Max V1 | Sage / iPhone 15 Pro Max V1 / Everyday Loop Case / Sage,Peak Design,US,electronics,https://peakdesign.com/products/everyday-loop-case-iphone-15-pro-max-v1-sage?variant=41386166321229,M-LC-BL-SG-1,Mobile,12.800254400000002,25.593186000000003,0.49985693848354795,1,104,,,,,,43.0727096,25.622477200000002,4,0,,9.73413716296038,0.6193674978282598,0.3013241950911265,,,exact,Peak Design Sage iPhone 15 Pro Max,0.9,exact V1 Loop GBP13.50 at Peak Design UK,,,dead,,2026-08-22T11:51:18Z
